age;gender;loan_balance_0m
33;F;0
34;Ì;0
28;Ì;0
30;Ì;21869.45
42;Ì;0
44;Ì;560236.42
24;F;0
37;F;600000
56;F;0
25;F;0
36;F;0
29;;0
43;F;646602.16
55;F;0
30;Ì;0
35;F;0
20;Ì;0
47;F;0
30;Ì;0
48;F;0
44;Ì;0
44;Ì;0
42;F;0
31;Ì;1783886.03
27;F;0
71;Ì;0
36;Ì;0
35;F;988781.41
44;F;0
33;Ì;0
30;F;0
39;Ì;0
54;F;0
46;F;0
21;F;0
51;Ì;0
38;Ì;415353.21
31;Ì;61337.62
25;Ì;154737.99
26;F;0
60;F;0
58;F;0
37;F;375678.12
40;Ì;0
45;Ì;263825.5
27;Ì;607875.19
49;F;0
37;Ì;0
63;F;0
43;;105412.48
37;F;0
49;Ì;0
25;Ì;0
56;Ì;0
34;Ì;0
57;Ì;0
41;Ì;0
32;Ì;0
66;Ì;0
60;Ì;48270.44
31;F;0
51;Ì;0
53;F;0
38;F;612296.76
23;F;0
47;F;0
32;F;0
42;F;0
55;Ì;0
39;Ì;0
32;Ì;0
54;F;112089.15
54;F;0
24;F;0
61;F;457230.51
45;F;0
27;Ì;0
56;Ì;1215758
35;Ì;0
47;F;0
43;F;0
20;F;0
37;F;8493.47
27;F;0
56;Ì;0
44;Ì;10333.71
77;Ì;0
39;Ì;0
25;Ì;0
27;Ì;0
44;Ì;0
37;Ì;0
18;Ì;0
47;Ì;507121.57
43;Ì;0
40;Ì;0
33;F;0
61;Ì;0
47;F;0
42;Ì;0
30;Ì;0
36;Ì;0
19;F;0
46;Ì;0
36;Ì;0
40;Ì;2190218.97
36;Ì;0
55;F;0
51;Ì;0
45;Ì;25732.53
29;F;0
87;F;0
59;F;329220.09
31;F;0
65;F;0
33;F;0
68;F;0
51;Ì;0
47;Ì;0
33;Ì;0
33;F;0
36;F;0
22;F;0
30;F;0
23;F;0
50;F;0
49;F;0
43;F;0
33;F;0
30;F;0
24;F;0
27;F;0
22;F;0
52;Ì;0
34;Ì;87978.14
39;Ì;0
51;Ì;0
33;F;0
47;F;118704.14
48;F;0
52;Ì;0
70;Ì;0
53;Ì;1772258.1
36;F;0
43;Ì;0
58;Ì;1476941.48
64;Ì;0
19;Ì;0
45;Ì;0
28;Ì;0
39;Ì;0
51;Ì;0
54;Ì;0
48;Ì;84450.49
77;Ì;0
39;Ì;0
43;Ì;275958
58;Ì;0
50;F;0
61;Ì;0
21;Ì;0
54;Ì;480617.13
52;F;60205.2
32;F;0
46;F;0
32;F;0
47;F;99948.64
32;F;184232.77
17;F;0
28;Ì;0
44;F;869313.67
35;F;0
40;F;0
33;Ì;169344.74
71;Ì;0
29;Ì;0
55;Ì;0
55;Ì;0
49;F;2008865.47
41;Ì;0
45;F;0
21;F;0
30;Ì;0
40;F;0
57;F;0
77;Ì;0
58;Ì;0
40;Ì;0
61;Ì;0
67;Ì;0
57;F;422558.41
51;F;0
40;F;0
36;F;0
38;Ì;0
33;F;319204.81
57;F;0
56;Ì;0
41;F;0
50;F;0
23;Ì;0
33;Ì;0
43;Ì;0
57;Ì;0
31;Ì;0
50;F;0
44;F;0
55;Ì;118854.88
41;Ì;0
50;F;0
38;Ì;0
32;F;0
19;F;0
36;F;62289.73
33;Ì;0
28;Ì;0
39;F;75333.17
57;F;105429.87
31;Ì;2316.82
32;F;0
41;F;0
23;F;0
41;F;0
38;F;0
36;Ì;0
34;Ì;0
63;F;0
46;Ì;0
72;F;0
39;F;65559.06
48;Ì;0
30;Ì;0
35;F;0
60;Ì;59350.09
74;Ì;0
19;Ì;0
37;Ì;652868.37
28;Ì;0
29;Ì;80684.47
24;Ì;0
47;F;0
81;F;0
26;F;0
46;Ì;1412604.04
61;F;0
39;F;0
38;Ì;15482.09
61;Ì;0
63;Ì;0
47;F;0
42;F;0
29;Ì;0
39;Ì;40187.38
52;F;0
38;F;0
44;F;0
36;F;0
44;Ì;1494498.21
25;Ì;0
43;Ì;0
40;Ì;989307.98
25;F;0
71;F;0
52;Ì;60129.24
54;Ì;0
21;F;0
31;F;0
31;Ì;0
37;Ì;0
40;F;0
21;F;0
37;F;0
28;F;56014.75
33;F;0
27;F;0
33;F;0
53;Ì;0
57;Ì;0
38;Ì;0
28;Ì;0
28;Ì;0
52;Ì;17156.61
50;Ì;0
38;Ì;113383.3
63;F;0
50;F;0
38;F;0
35;Ì;0
60;F;0
38;Ì;0
27;F;47814.01
35;Ì;34071.62
29;F;0
22;Ì;0
78;F;0
42;Ì;287436.17
41;Ì;316485.09
40;F;0
43;F;0
55;F;0
56;F;0
35;F;0
50;F;82378.26
49;F;0
26;F;0
29;F;0
29;F;0
26;Ì;0
29;Ì;279962.44
30;Ì;0
71;Ì;0
49;F;0
37;Ì;0
34;Ì;553099.31
47;Ì;0
31;F;0
41;F;0
37;F;0
54;Ì;123675.24
28;Ì;0
29;Ì;0
63;F;108662.23
32;Ì;0
42;Ì;0
39;Ì;0
52;F;0
52;F;0
45;Ì;266639.3
36;F;105892.37
40;F;0
33;F;147889.9
28;Ì;942744.18
29;F;0
26;Ì;0
51;F;0
22;Ì;548166.3
19;F;0
38;Ì;0
40;F;119191.47
41;Ì;960266.8
43;Ì;0
34;F;0
50;Ì;0
31;F;135359.32
24;Ì;0
36;F;0
46;F;0
32;Ì;0
24;Ì;0
46;Ì;0
35;Ì;0
48;Ì;0
59;F;0
35;Ì;0
70;F;0
29;Ì;0
26;Ì;0
31;F;1172244.74
30;F;0
37;Ì;985748.37
57;Ì;0
24;F;0
32;F;0
32;F;0
48;F;0
57;Ì;0
40;F;10721.35
48;Ì;109621.04
20;Ì;0
40;F;0
58;Ì;0
62;Ì;0
23;;0
43;Ì;0
62;Ì;0
57;Ì;0
34;Ì;0
64;Ì;0
41;Ì;522341.95
34;F;0
59;Ì;0
64;Ì;0
58;Ì;0
48;F;0
23;F;0
50;F;112281.25
32;F;6338
42;Ì;0
45;F;0
50;Ì;0
38;Ì;56069.5
30;F;0
36;Ì;241858.53
44;Ì;0
33;Ì;49969.39
25;Ì;507000.96
43;Ì;0
40;F;0
30;Ì;0
36;F;29797.35
67;Ì;0
34;F;0
40;Ì;0
56;F;0
50;Ì;0
29;F;0
37;F;0
32;Ì;581701.13
16;Ì;0
42;Ì;0
41;Ì;2025294.17
72;F;0
40;F;0
30;F;0
46;Ì;0
25;Ì;0
23;Ì;0
41;F;0
48;F;0
59;F;0
64;Ì;0
31;F;0
55;;0
22;Ì;0
53;Ì;0
38;Ì;0
60;Ì;0
39;Ì;352253.29
28;F;0
29;Ì;0
67;F;0
26;Ì;0
69;F;0
51;Ì;457296.61
32;;0
39;F;19884.25
26;F;0
29;Ì;947485.27
54;F;668950.65
34;;0
55;F;401736.71
66;F;0
34;F;0
37;F;0
39;F;984744.84
48;F;0
26;Ì;0
50;Ì;597433.34
44;Ì;0
29;F;0
51;F;93387.91
29;Ì;0
36;Ì;0
26;F;0
51;F;0
33;F;0
20;F;0
58;F;57526.83
31;F;0
59;F;190954.86
64;F;0
16;Ì;0
49;Ì;0
40;F;0
49;Ì;0
18;Ì;0
32;Ì;0
43;F;49668.56
48;F;0
53;Ì;177249.22
36;F;0
45;Ì;0
31;F;0
42;F;432.95
36;Ì;1068103.55
47;Ì;0
35;Ì;0
53;Ì;0
57;Ì;0
21;Ì;0
32;Ì;0
33;F;195255.9
43;F;44206.79
67;Ì;0
31;Ì;0
47;Ì;14696.53
65;F;0
43;F;0
33;F;0
36;F;0
46;F;0
77;Ì;0
21;Ì;0
61;Ì;0
51;Ì;0
49;F;628221.87
36;F;276544.18
45;F;0
48;Ì;0
32;F;0
44;Ì;3143415.37
67;F;0
39;Ì;138869.56
57;Ì;0
41;Ì;1329507.13
50;Ì;0
25;Ì;0
52;Ì;0
31;Ì;545751.29
35;F;0
39;Ì;323446.36
53;Ì;0
24;Ì;0
71;F;0
57;Ì;0
26;Ì;0
43;Ì;0
57;F;0
37;F;0
33;F;0
59;Ì;0
51;Ì;0
40;F;398872.2
28;F;0
48;F;0
48;F;0
44;F;0
47;F;0
47;F;52522.29
55;F;0
33;Ì;235501
52;Ì;0
27;F;0
46;F;0
23;F;0
36;F;0
57;F;0
21;F;0
32;F;0
29;F;0
33;F;0
28;F;0
41;F;0
34;F;0
30;F;0
65;F;0
30;F;0
56;Ì;108384.17
47;Ì;23070.12
62;Ì;0
37;Ì;0
48;Ì;0
37;Ì;0
43;Ì;0
31;F;0
34;F;614.69
34;F;17379.67
56;F;0
40;Ì;0
55;Ì;0
45;Ì;668173.38
24;Ì;114896.98
36;Ì;0
41;F;663820.71
55;F;0
20;F;0
34;F;0
58;Ì;0
71;Ì;0
71;Ì;0
55;Ì;0
63;Ì;0
59;Ì;0
63;Ì;0
51;Ì;520162.88
42;Ì;0
63;Ì;0
19;Ì;0
49;Ì;20554.27
38;Ì;0
27;Ì;4099.43
40;Ì;281804.24
34;Ì;1591097.7
31;Ì;0
21;Ì;0
32;Ì;0
30;Ì;0
35;Ì;153656.67
61;Ì;0
60;Ì;9029.51
43;Ì;0
39;Ì;0
30;F;42449.12
31;F;0
32;F;0
18;F;0
18;F;0
50;F;0
56;F;0
32;F;0
27;;0
47;Ì;254716.15
49;Ì;0
34;Ì;0
58;Ì;1337593.13
39;Ì;0
23;Ì;0
41;Ì;0
33;F;0
28;F;516751.48
70;Ì;0
55;F;844102.92
26;F;0
66;F;0
52;Ì;0
38;Ì;1471376.34
42;F;0
36;Ì;0
39;Ì;0
45;F;509962.83
39;Ì;386599.96
40;Ì;0
39;F;0
56;F;0
40;Ì;0
64;Ì;0
37;F;0
33;F;0
42;Ì;292308
40;Ì;0
46;Ì;0
38;Ì;0
65;Ì;0
38;Ì;0
35;F;0
30;Ì;0
32;F;0
43;F;0
19;F;0
23;F;0
56;Ì;0
37;Ì;0
42;F;0
46;F;0
31;Ì;862893.64
59;Ì;0
40;F;0
37;Ì;0
60;F;255213.36
30;F;0
54;Ì;0
65;F;0
39;Ì;0
59;Ì;0
27;F;0
19;Ì;0
37;Ì;0
26;Ì;0
19;F;0
26;F;322268.2
80;Ì;0
60;F;0
30;F;0
34;F;69895.63
27;F;0
39;F;0
51;Ì;0
32;F;0
35;Ì;157001.24
46;Ì;0
30;Ì;66241.87
49;Ì;0
41;Ì;0
28;F;0
36;Ì;0
46;Ì;413281.37
58;Ì;0
27;;0
38;;0
33;;0
34;;0
24;;0
32;Ì;0
34;F;0
30;Ì;0
31;F;0
45;F;257065.39
44;Ì;52477.55
43;Ì;124846.46
41;Ì;5135.15
49;F;0
50;F;0
46;F;0
42;F;0
54;Ì;0
52;Ì;0
24;Ì;0
45;Ì;3081224.91
31;F;0
49;F;0
45;F;0
28;Ì;0
52;F;0
51;F;0
23;Ì;0
30;Ì;0
36;Ì;0
50;Ì;48626.01
36;Ì;138389.45
52;Ì;0
20;Ì;0
48;F;0
22;;0
51;Ì;0
55;F;0
55;F;0
63;Ì;0
33;F;0
36;F;0
25;F;179281.16
31;F;1463285.91
49;Ì;0
16;Ì;0
38;Ì;0
32;F;0
52;Ì;0
32;Ì;231356.4
17;Ì;0
42;Ì;0
26;F;0
21;F;0
44;Ì;0
25;;0
36;F;0
38;Ì;34826.81
37;Ì;0
50;F;982232.48
39;Ì;854742.27
47;Ì;2203063.36
38;Ì;0
43;Ì;0
20;Ì;0
51;F;42293.2
16;Ì;0
52;Ì;0
32;F;0
35;F;74333.1
33;F;3794254.3
62;F;0
58;F;0
20;F;0
23;F;0
44;F;0
49;F;824706.88
31;F;0
37;F;138405.29
28;F;0
78;F;0
31;F;0
67;Ì;0
33;Ì;0
46;F;499724.7
39;F;0
43;F;0
40;Ì;0
38;Ì;0
34;Ì;91629.69
47;Ì;766034.44
31;F;0
27;F;0
42;F;0
55;Ì;0
32;F;0
39;F;0
55;F;185389.22
40;F;0
53;F;0
20;F;0
46;Ì;157201
50;Ì;0
21;Ì;0
16;Ì;0
42;Ì;0
37;Ì;0
46;Ì;299564.11
48;Ì;0
54;Ì;0
43;F;252334.25
22;Ì;0
22;Ì;0
52;Ì;0
27;Ì;0
38;Ì;0
51;Ì;775204.56
33;Ì;0
29;Ì;50727.23
39;F;0
60;F;0
38;Ì;0
32;F;0
47;Ì;0
56;Ì;0
33;Ì;0
26;F;0
30;Ì;0
33;F;0
25;Ì;0
35;F;0
28;Ì;96906.6
44;F;892015.83
63;Ì;0
33;F;0
26;;0
51;F;123604.73
35;Ì;106906.74
30;Ì;0
37;Ì;180000
73;Ì;0
16;F;0
44;Ì;0
42;;0
20;F;0
34;Ì;993062.54
36;F;883467.04
50;F;0
47;Ì;0
42;F;0
47;F;117368.47
26;Ì;0
46;F;1392660.15
54;F;116003.73
31;F;0
60;F;102730.89
61;F;0
57;F;830485.51
35;F;0
60;F;0
40;Ì;0
43;F;0
55;F;0
38;Ì;558213.98
57;F;0
22;Ì;0
28;Ì;18818.98
30;Ì;0
35;Ì;0
21;F;0
23;;0
31;F;18593.88
28;F;0
27;F;0
41;Ì;0
33;Ì;0
28;Ì;1005033.98
47;F;0
23;F;0
48;F;0
67;Ì;0
50;F;1031729.37
58;F;0
32;Ì;0
34;Ì;0
33;Ì;0
50;Ì;0
21;F;0
66;Ì;0
35;Ì;0
28;F;0
33;Ì;0
27;Ì;0
34;Ì;0
52;F;0
35;Ì;0
36;Ì;0
40;Ì;0
43;F;22102.97
59;Ì;0
44;F;486719.14
42;F;0
49;Ì;0
20;Ì;0
38;F;0
58;F;0
35;Ì;0
31;Ì;0
62;Ì;0
38;F;26888.47
56;F;17720.09
33;F;694789.19
55;F;0
28;F;0
37;F;1192250.29
38;F;0
28;F;0
37;F;24879.31
51;F;0
31;F;0
47;F;0
58;F;0
23;F;0
32;F;23214.35
19;Ì;0
41;Ì;0
27;Ì;0
23;Ì;0
33;Ì;0
52;F;0
69;F;0
80;F;0
62;F;0
48;F;0
30;F;0
50;F;0
36;Ì;0
33;Ì;441116.89
34;F;39988.05
43;F;434542.21
44;F;16433.37
31;F;0
33;F;0
24;F;0
54;F;427810.8
37;F;0
47;F;0
24;F;0
39;F;0
17;F;0
45;Ì;0
36;Ì;294887.52
38;Ì;264042.52
35;Ì;0
26;Ì;0
42;Ì;0
28;Ì;0
24;Ì;206325.09
28;Ì;0
39;Ì;0
41;Ì;0
43;Ì;0
43;Ì;0
62;Ì;0
64;Ì;0
43;Ì;0
44;Ì;0
39;Ì;0
59;Ì;0
32;Ì;0
42;Ì;0
38;Ì;0
53;Ì;0
58;Ì;572116.98
53;Ì;0
53;Ì;239520.96
53;Ì;0
25;Ì;0
45;Ì;0
46;F;0
35;Ì;0
51;Ì;395151.35
32;Ì;0
18;Ì;0
35;Ì;0
59;F;0
57;F;0
36;Ì;0
28;F;0
71;Ì;0
33;F;0
28;F;0
31;F;0
28;Ì;0
32;F;0
64;Ì;0
42;F;1557087.01
67;F;0
76;Ì;0
38;F;0
35;F;0
32;Ì;0
45;;603520.8
62;F;0
41;Ì;209370.88
43;Ì;0
45;Ì;0
55;F;0
41;Ì;1091315.87
32;Ì;43362.66
28;F;0
50;F;0
38;Ì;0
42;Ì;0
33;;0
46;F;60193.93
55;F;119041.22
74;F;0
41;Ì;904075.27
49;F;0
37;F;0
34;F;0
18;F;0
29;Ì;0
28;Ì;0
38;F;209882.21
48;F;0
32;F;0
28;F;0
21;F;0
69;Ì;0
58;Ì;0
36;Ì;0
35;F;0
59;F;0
62;Ì;0
36;Ì;0
33;F;0
44;Ì;129023.46
64;Ì;0
41;F;0
23;F;0
41;Ì;246071.36
46;F;344794.42
63;F;0
55;F;42745.65
58;F;0
30;Ì;0
37;Ì;781836.04
27;F;0
28;Ì;0
55;F;0
37;F;0
18;F;0
28;Ì;0
55;Ì;406294.94
37;F;0
26;Ì;0
31;F;0
37;F;0
31;Ì;1404141.97
33;Ì;139531.12
62;F;23662.05
44;F;0
29;Ì;0
50;Ì;0
57;F;89378.53
27;Ì;536042.09
77;F;0
44;F;0
54;Ì;99346.15
56;Ì;0
59;F;0
38;Ì;0
29;Ì;0
57;F;0
40;F;0
35;Ì;0
40;Ì;0
48;F;0
29;Ì;0
31;Ì;0
28;F;0
33;Ì;0
28;Ì;0
53;Ì;7306.08
31;Ì;0
34;Ì;0
58;Ì;0
42;Ì;0
37;Ì;0
80;F;0
44;F;203956.08
63;F;65431.68
46;Ì;595534.59
39;F;0
67;Ì;0
48;Ì;0
34;F;315082.6
77;F;0
59;Ì;0
65;F;0
57;F;0
46;Ì;123770.34
58;Ì;0
49;F;0
45;F;0
45;Ì;0
21;Ì;0
49;F;0
37;F;26175.28
31;Ì;0
61;F;0
60;F;0
35;F;0
24;Ì;0
33;F;132418.36
25;Ì;0
66;F;0
43;F;50454.09
32;F;0
53;F;0
44;F;0
22;F;0
48;F;0
28;F;42500.17
32;Ì;0
47;Ì;1318321.05
54;F;0
22;F;0
56;Ì;64286.53
41;Ì;0
29;F;715227.41
55;F;0
39;F;0
54;F;0
53;Ì;632523.22
31;Ì;0
20;Ì;0
24;Ì;0
59;Ì;0
31;Ì;815758.98
20;Ì;0
23;Ì;0
42;Ì;46241.01
59;Ì;0
53;Ì;0
33;Ì;251271.93
39;F;39407.27
45;F;254820.92
41;F;0
42;Ì;0
22;Ì;0
59;F;0
25;Ì;0
43;;0
32;F;0
34;Ì;0
41;Ì;0
38;Ì;0
43;F;0
60;F;0
33;F;0
57;Ì;0
71;Ì;0
30;Ì;106677.26
43;Ì;0
21;F;0
48;Ì;0
55;Ì;0
32;Ì;0
53;Ì;0
34;F;0
51;Ì;0
37;F;0
35;Ì;266953.2
70;Ì;0
37;;0
34;F;0
38;Ì;0
23;Ì;0
44;Ì;995000
36;Ì;0
78;;0
36;F;5931.42
41;Ì;0
30;F;0
34;Ì;0
33;F;549633.47
39;F;0
44;F;0
32;F;0
34;F;0
41;F;0
34;F;0
26;F;1009532.71
43;F;370063.52
70;F;0
61;F;0
37;F;0
23;F;0
33;Ì;0
41;Ì;0
56;Ì;0
64;F;0
27;F;0
51;Ì;36661.95
34;Ì;0
56;F;120574.53
28;F;0
32;F;0
49;F;300.39
45;F;0
44;F;0
29;F;0
54;F;0
32;Ì;0
46;Ì;0
61;Ì;0
58;Ì;0
57;Ì;0
27;Ì;0
41;Ì;0
42;Ì;64337.23
32;Ì;87627.41
38;Ì;0
27;Ì;0
51;F;0
61;Ì;20258.8
29;Ì;0
40;Ì;301653.18
31;Ì;79871.24
38;F;14146.06
43;Ì;0
28;F;121294
28;Ì;0
28;F;169609.06
39;Ì;0
62;F;0
48;F;0
58;F;59764.75
63;Ì;726341.47
17;F;0
49;F;0
23;F;0
36;F;0
34;F;0
48;F;0
31;F;0
36;F;0
52;F;47736.78
69;Ì;0
37;Ì;0
30;Ì;0
42;F;0
54;F;516169.42
31;F;0
39;F;22660.41
59;Ì;0
42;Ì;0
33;Ì;309082.16
59;F;0
46;F;0
40;Ì;1320.83
50;Ì;0
57;Ì;0
33;Ì;0
31;Ì;0
48;Ì;0
49;Ì;0
34;Ì;0
35;Ì;0
39;Ì;601043.12
38;F;348102.41
49;F;0
35;F;222616.05
38;F;174378.95
41;Ì;0
36;Ì;0
38;Ì;482952.89
32;Ì;0
45;;0
64;F;0
42;Ì;0
51;Ì;0
56;F;0
29;Ì;0
32;Ì;0
37;Ì;0
52;Ì;0
47;F;0
53;Ì;574543.27
30;;0
26;;0
38;;0
31;;0
52;Ì;0
26;F;0
65;F;0
45;F;1622759.99
33;F;0
40;F;0
55;Ì;0
65;F;0
37;F;65659.72
40;Ì;1085400.75
43;F;0
41;;0
32;Ì;0
55;F;0
48;Ì;0
32;F;0
56;Ì;0
57;Ì;302597.57
54;Ì;830025.92
49;Ì;13349.26
51;F;0
36;Ì;0
40;Ì;0
31;F;0
47;F;0
39;Ì;252132.32
21;F;0
26;F;0
41;F;644322.13
65;F;0
61;Ì;0
49;F;428266.36
30;Ì;524364.13
56;Ì;0
46;Ì;444970.23
32;F;0
39;F;0
31;Ì;604687.06
44;F;0
24;Ì;0
38;Ì;0
31;;0
36;Ì;81333.68
60;F;0
48;Ì;0
40;Ì;0
59;Ì;0
32;F;0
38;F;112811.19
26;F;0
51;F;0
43;Ì;0
42;F;0
21;Ì;0
32;F;0
52;F;0
61;F;0
24;Ì;0
55;F;0
36;Ì;0
58;Ì;0
48;F;17334.11
38;F;0
29;F;0
47;F;2624852.81
35;F;0
25;F;0
31;Ì;0
48;Ì;1557.8
35;Ì;0
50;Ì;280281.63
30;F;0
43;F;0
58;F;430274.77
47;F;0
59;F;0
41;F;55027.1
50;Ì;37784.2
44;F;0
33;Ì;0
26;F;0
40;F;0
46;F;0
48;F;0
28;Ì;0
86;Ì;0
37;Ì;0
26;Ì;213018.85
39;Ì;0
44;Ì;316689.23
49;Ì;0
54;Ì;0
35;Ì;0
24;Ì;0
33;Ì;540734.6
58;Ì;0
40;Ì;0
36;Ì;0
22;Ì;0
40;Ì;0
57;Ì;0
59;Ì;0
38;Ì;0
52;Ì;0
35;Ì;41031.66
83;Ì;0
38;Ì;0
51;F;0
47;Ì;912379.65
58;F;0
58;F;0
43;F;0
59;F;0
27;Ì;0
49;F;0
35;F;0
26;Ì;0
51;Ì;0
28;Ì;0
50;Ì;0
30;Ì;224084.24
53;Ì;641997.7
60;F;207247.2
58;Ì;0
32;F;0
24;F;217308.33
61;Ì;0
38;Ì;0
37;Ì;41576.1
51;F;25662.45
52;Ì;0
54;Ì;0
51;Ì;0
41;F;81466.75
46;F;0
25;Ì;0
50;Ì;329524.39
51;F;775155.23
46;Ì;0
80;Ì;0
24;Ì;32701.95
32;Ì;43878.11
38;Ì;48709.28
55;F;0
39;F;0
51;Ì;0
56;F;0
43;F;0
44;Ì;0
31;F;0
36;Ì;0
47;Ì;0
31;F;0
36;;0
30;F;0
36;F;0
28;Ì;0
25;Ì;0
41;F;0
59;F;962816.56
30;Ì;0
52;Ì;0
31;Ì;0
54;F;119879.77
38;Ì;0
37;;0
28;;0
39;F;0
27;F;0
43;F;0
33;F;0
30;Ì;320598.95
38;F;490324.59
51;F;66206.14
32;F;0
24;F;47029.13
41;F;0
27;F;0
49;F;0
54;F;0
55;Ì;0
24;Ì;0
44;Ì;380655.46
28;F;0
37;Ì;0
41;Ì;0
31;Ì;0
38;Ì;0
35;F;0
42;Ì;0
57;Ì;380550.99
29;F;0
52;Ì;169277.72
24;Ì;43124.74
34;Ì;0
56;F;0
29;Ì;0
57;Ì;646738.76
40;F;252726.57
49;Ì;337474.82
35;Ì;0
25;F;0
55;F;0
28;;0
48;;0
16;Ì;0
27;F;965127.03
47;Ì;0
48;Ì;809381.94
47;F;7992724.35
47;Ì;0
41;Ì;0
36;Ì;0
30;F;0
33;Ì;165588.27
48;F;0
42;F;33323.34
46;Ì;0
27;Ì;0
51;F;0
59;F;0
32;F;0
48;Ì;0
37;Ì;284903.44
38;F;0
21;F;0
35;;0
47;;0
44;;0
45;F;0
45;Ì;0
33;F;0
33;;0
47;Ì;0
29;F;0
35;F;0
29;;0
32;F;0
58;Ì;185290.12
59;Ì;31408.87
28;F;0
43;F;283839.96
39;F;0
65;F;0
71;F;0
45;Ì;0
29;;0
48;F;0
44;Ì;0
35;F;0
32;F;0
49;Ì;0
33;Ì;0
22;Ì;0
24;;0
20;;0
33;Ì;0
23;Ì;0
33;Ì;0
35;Ì;0
39;Ì;0
31;Ì;0
27;Ì;0
31;Ì;0
40;Ì;0
37;Ì;0
31;F;0
42;Ì;2858494.55
29;F;0
30;F;15351.43
24;Ì;0
52;Ì;0
57;Ì;0
64;Ì;0
56;Ì;0
32;Ì;145628.03
32;Ì;0
47;F;0
24;F;0
50;F;0
46;Ì;10193.7
48;F;0
64;F;0
44;F;0
80;F;0
72;Ì;0
55;;0
47;F;73595.8
36;F;0
35;Ì;0
66;Ì;0
40;Ì;169693.32
27;F;0
62;Ì;0
35;Ì;0
38;Ì;41976.14
40;F;0
28;F;0
63;F;0
54;Ì;0
60;Ì;0
37;Ì;975000
53;Ì;0
38;F;0
30;F;0
25;F;0
25;Ì;0
30;Ì;0
55;Ì;25119.49
47;Ì;84935.45
29;F;210032.65
46;F;71128.62
28;F;0
53;Ì;714777.99
39;Ì;914993.2
35;Ì;836025.36
45;Ì;0
16;Ì;0
56;F;0
66;Ì;0
22;F;0
55;Ì;2679
36;Ì;0
30;F;941839.32
57;F;0
48;Ì;0
44;F;0
38;Ì;0
33;Ì;49905.54
60;Ì;0
42;;0
63;Ì;0
21;Ì;0
51;Ì;33779.5
60;F;29832.2
47;F;64891.84
20;F;0
23;;0
40;Ì;706098.09
23;Ì;0
25;F;0
50;Ì;0
52;F;0
31;Ì;0
53;Ì;493529.57
45;F;111342.26
63;Ì;0
44;F;95130.85
56;F;53634.43
64;Ì;0
34;F;252165.44
30;F;0
25;F;0
42;Ì;1858983.89
45;Ì;956444.93
22;Ì;0
68;Ì;0
35;Ì;0
48;F;0
35;F;0
56;Ì;36510.93
52;F;0
21;Ì;0
38;Ì;0
34;F;0
22;F;307564.73
19;F;0
72;F;0
33;F;0
42;F;0
43;F;0
26;F;0
44;F;1390030.91
23;F;3118.6
28;F;0
33;F;0
48;F;0
60;F;0
60;F;0
49;Ì;0
34;Ì;2989.46
58;Ì;0
44;Ì;0
41;Ì;20984.35
42;Ì;0
25;Ì;99546.63
34;Ì;0
45;F;0
53;F;0
42;F;0
46;F;176446.04
39;F;0
48;F;0
41;F;0
57;F;0
56;Ì;355010.37
38;Ì;0
48;F;221746.31
56;F;0
40;F;0
38;F;0
37;F;102745.13
31;F;0
47;F;424260.16
64;F;0
46;F;0
31;F;120982.37
42;F;0
59;F;0
19;F;0
59;F;0
30;F;0
50;F;17501.49
62;Ì;0
28;Ì;0
59;Ì;0
44;Ì;0
30;Ì;0
28;Ì;0
35;Ì;0
47;Ì;0
36;Ì;0
32;Ì;0
69;Ì;0
43;Ì;0
47;Ì;0
41;Ì;0
47;Ì;556769.04
44;Ì;0
38;Ì;0
18;F;0
20;F;0
28;Ì;180573.01
43;F;0
45;F;63551.17
40;Ì;0
47;Ì;0
36;Ì;442822.97
37;F;59799.43
39;F;0
56;Ì;0
56;Ì;0
57;Ì;306540.18
23;Ì;0
31;Ì;0
60;Ì;0
60;F;11754.34
29;Ì;0
51;F;0
46;Ì;12710.8
51;F;0
32;Ì;0
58;F;78036.15
44;F;83411.22
48;;0
31;F;0
37;Ì;0
49;F;0
34;F;0
28;F;0
31;F;0
57;F;0
42;F;0
50;F;0
67;F;0
63;;0
38;F;0
33;Ì;0
32;Ì;9988.63
41;Ì;0
48;F;0
58;Ì;0
38;F;0
33;F;0
31;F;0
28;Ì;0
41;F;0
30;Ì;0
37;Ì;0
60;Ì;0
50;Ì;601911.47
41;F;0
44;F;0
69;Ì;0
57;Ì;0
37;F;0
37;Ì;0
28;F;0
44;F;0
60;F;0
25;F;0
67;Ì;0
35;Ì;43317.21
29;Ì;0
27;Ì;0
21;F;0
44;Ì;0
27;F;0
61;F;0
33;Ì;162995.28
55;Ì;52417.42
55;F;0
33;Ì;0
43;F;0
40;Ì;0
53;F;0
27;F;0
47;Ì;0
57;F;0
30;Ì;289214.29
61;Ì;1663825
55;Ì;241450.64
29;F;0
46;F;0
35;F;0
56;F;0
37;Ì;0
45;F;36019.62
38;Ì;0
24;Ì;0
65;Ì;2756.12
64;F;972035.81
62;F;136507.84
42;;0
35;;0
25;Ì;43621.15
35;F;0
50;F;0
24;F;0
42;;0
33;Ì;0
27;Ì;0
29;Ì;0
35;F;0
41;Ì;0
40;Ì;0
39;Ì;0
51;F;0
35;F;0
43;F;0
20;F;0
48;F;0
31;Ì;583291.72
36;Ì;0
63;F;0
43;Ì;339705.5
58;F;0
37;Ì;0
55;Ì;0
43;F;0
39;F;0
28;Ì;0
