age;gender;loan_balance_0m
44;F;151619.82
60;F;23817.85
41;F;0
39;Ì;0
40;Ì;609112.26
66;Ì;0
32;F;0
31;Ì;0
63;Ì;0
46;F;0
42;F;0
33;F;0
33;F;0
68;F;0
53;Ì;0
40;Ì;0
59;F;0
39;F;0
54;Ì;0
33;Ì;0
58;F;59858.85
59;F;227862.65
44;Ì;4677.12
57;F;0
29;Ì;0
28;Ì;0
49;Ì;42640.17
38;F;0
51;Ì;24148.56
44;F;0
17;Ì;0
67;Ì;0
50;F;0
65;Ì;0
33;F;0
51;Ì;0
35;Ì;0
25;;0
30;Ì;115744.66
30;F;0
56;F;0
23;Ì;0
36;Ì;59588.92
25;Ì;0
62;Ì;0
49;Ì;0
34;F;641679.06
25;F;0
61;F;0
33;Ì;0
61;Ì;21295.18
64;Ì;0
47;Ì;0
69;Ì;0
46;F;0
45;Ì;0
33;F;610833.99
35;Ì;221658.73
42;F;0
18;F;0
62;F;0
25;F;0
29;Ì;0
49;F;0
23;Ì;0
40;F;240410.47
33;F;0
53;F;0
30;F;0
57;F;23751.68
38;Ì;0
31;Ì;0
39;Ì;0
55;F;0
59;F;0
42;Ì;0
53;Ì;0
45;Ì;0
29;Ì;0
37;Ì;0
24;F;0
25;F;40920.13
37;Ì;479887.41
35;Ì;790102.4
42;Ì;305296.59
51;F;55229.23
69;F;0
26;F;0
55;Ì;0
39;F;0
56;F;0
33;F;0
56;F;0
40;;0
60;Ì;20900.13
41;Ì;0
55;Ì;0
47;F;0
51;Ì;0
42;Ì;43566.9
30;F;0
49;Ì;0
35;Ì;0
44;Ì;0
50;Ì;0
50;Ì;0
37;F;0
40;Ì;0
46;Ì;0
34;F;0
40;Ì;0
45;Ì;0
51;F;0
30;Ì;0
41;F;0
37;Ì;0
30;Ì;0
18;F;0
58;Ì;0
37;Ì;0
18;Ì;0
44;F;0
29;Ì;0
55;Ì;0
40;F;49797.41
34;F;0
19;Ì;0
36;F;0
35;Ì;0
38;Ì;7526.91
57;F;0
56;Ì;0
47;F;0
30;Ì;0
28;Ì;0
55;F;0
28;F;0
91;Ì;0
40;Ì;0
35;Ì;0
52;Ì;0
54;Ì;0
25;F;0
33;Ì;669376.97
29;Ì;320775.63
26;F;0
29;Ì;0
69;Ì;0
49;F;0
36;Ì;0
44;F;0
54;Ì;0
54;Ì;0
42;F;582987.32
42;F;0
19;Ì;0
59;F;11198.71
39;Ì;0
33;Ì;0
59;F;0
53;F;0
28;F;377565.41
44;Ì;0
29;;0
48;Ì;0
31;Ì;81697.6
31;Ì;0
43;Ì;0
44;Ì;0
57;Ì;0
44;Ì;150157.88
33;Ì;83485.96
35;Ì;983680.12
21;;0
24;F;0
38;Ì;0
42;Ì;0
49;Ì;0
30;Ì;0
39;F;0
36;F;0
39;F;0
38;F;0
53;F;0
35;Ì;54915.72
35;F;0
25;Ì;0
29;Ì;353290.12
40;Ì;124583.69
36;F;0
45;F;0
30;Ì;0
34;F;0
19;F;0
31;F;0
33;F;0
32;F;0
28;Ì;0
50;Ì;0
41;F;0
61;Ì;1081013.17
46;Ì;0
55;Ì;211150.32
22;F;0
40;Ì;0
26;;0
60;F;73646.82
66;Ì;0
20;Ì;0
28;Ì;0
45;Ì;727566.07
45;Ì;125971.45
28;Ì;1917969.75
41;F;0
36;F;0
71;Ì;0
51;Ì;0
51;Ì;0
58;Ì;671316.81
47;F;200903.24
60;Ì;0
36;F;0
29;F;0
31;F;0
46;F;0
49;F;0
30;F;0
41;F;0
40;Ì;0
27;Ì;0
59;F;0
33;F;0
61;Ì;0
45;Ì;0
33;Ì;65707.9
50;Ì;0
52;Ì;0
30;Ì;0
45;Ì;0
54;Ì;0
34;Ì;0
29;F;0
51;F;0
62;Ì;0
63;Ì;0
40;F;0
40;Ì;0
36;F;0
62;Ì;0
50;Ì;0
25;F;2452.13
35;Ì;0
59;Ì;0
42;F;0
29;Ì;478522.87
35;Ì;0
59;F;0
29;Ì;0
36;Ì;0
48;Ì;0
24;F;0
31;Ì;0
29;F;0
59;F;0
28;F;0
56;Ì;0
56;Ì;0
85;F;0
46;Ì;0
62;Ì;0
50;F;0
41;F;0
62;Ì;0
42;F;91371.61
30;F;329576.82
20;;0
36;F;226015.06
36;Ì;0
62;F;0
42;Ì;0
35;F;0
41;F;0
25;F;0
63;F;0
58;F;0
49;F;387749.52
56;Ì;0
38;Ì;0
50;Ì;0
32;Ì;498669.08
61;F;0
28;Ì;0
27;Ì;0
32;F;474959.82
42;F;0
51;F;77055.74
39;Ì;0
47;F;0
59;F;0
27;Ì;0
29;Ì;77873.48
51;Ì;252536.17
48;Ì;0
36;Ì;0
49;F;0
52;Ì;950402.06
26;Ì;0
56;Ì;571856.57
49;F;0
48;F;0
32;F;345850.22
22;Ì;0
41;Ì;0
34;Ì;0
25;F;0
50;F;0
29;F;0
62;F;0
54;F;59276.54
31;F;0
35;F;0
59;Ì;0
52;Ì;0
54;Ì;0
39;Ì;0
59;Ì;0
34;Ì;0
45;F;0
41;Ì;136883.94
30;F;0
53;F;0
17;Ì;0
33;F;0
23;Ì;0
67;Ì;0
37;Ì;1777288.91
46;Ì;78627.76
24;F;0
40;F;0
39;;0
28;Ì;0
56;Ì;0
31;F;0
32;Ì;0
29;Ì;0
25;F;0
28;F;0
29;F;349921.68
49;Ì;60400.68
39;F;0
26;F;0
62;Ì;150661.02
30;Ì;0
44;Ì;696403.81
78;Ì;0
53;Ì;0
32;Ì;0
65;Ì;0
61;Ì;0
30;Ì;0
22;Ì;0
55;Ì;211232.05
38;F;0
27;F;0
48;Ì;446061.53
45;F;121692.27
36;Ì;0
50;Ì;0
42;F;170873.5
31;F;0
59;Ì;0
51;F;0
24;F;0
63;F;0
59;F;151111.08
33;F;0
40;Ì;0
54;Ì;0
36;Ì;0
33;Ì;0
29;F;0
37;F;0
56;F;0
27;F;0
26;Ì;0
50;F;0
28;Ì;0
49;Ì;0
41;F;0
58;Ì;167907.65
55;Ì;0
37;Ì;0
43;F;0
29;F;0
36;Ì;0
55;Ì;0
34;Ì;173487.66
56;Ì;0
36;Ì;1406883.31
29;F;0
34;Ì;0
56;Ì;0
50;F;0
39;Ì;0
64;Ì;0
54;Ì;0
32;Ì;0
47;F;0
27;F;0
32;F;124767.3
46;F;0
46;Ì;0
33;Ì;0
38;Ì;0
64;Ì;0
32;Ì;0
44;F;0
55;Ì;0
38;;0
35;Ì;1675587.92
26;F;0
33;F;232948.38
48;F;0
48;F;0
19;Ì;0
33;Ì;0
61;F;0
29;F;0
40;Ì;0
28;F;0
23;F;0
49;F;0
22;;0
34;F;0
57;F;0
34;F;0
33;F;0
34;F;0
41;F;267350.89
56;F;0
43;Ì;0
19;Ì;0
33;F;0
45;F;0
39;F;0
43;F;0
59;F;0
45;F;0
36;F;0
53;F;0
36;F;0
18;Ì;0
22;Ì;0
46;Ì;0
18;Ì;0
29;Ì;0
52;F;490916.5
20;Ì;0
40;F;0
57;F;1988760.97
62;F;0
51;Ì;0
28;Ì;0
40;;0
56;F;0
35;F;0
60;Ì;0
28;Ì;0
63;F;0
39;F;0
43;Ì;234273.75
53;F;0
45;F;0
42;F;0
49;F;0
54;F;60215.71
20;F;0
47;Ì;0
37;F;0
37;F;172487.89
37;F;0
24;;0
37;F;0
49;F;0
41;F;0
44;F;0
49;F;0
39;F;0
52;Ì;74449.69
34;Ì;0
42;F;99053
43;Ì;0
37;Ì;0
58;Ì;429466.53
25;Ì;0
53;Ì;0
50;F;113795.5
59;Ì;0
56;F;0
32;Ì;0
34;F;0
31;Ì;0
62;F;0
35;Ì;0
24;Ì;533572.69
64;F;0
19;Ì;0
81;F;0
30;F;0
32;F;0
49;Ì;0
30;;0
40;;6722.92
54;Ì;0
42;;0
24;F;0
42;F;56733.57
29;F;0
59;Ì;0
30;F;0
24;F;0
50;F;0
22;Ì;0
39;F;118442.67
27;Ì;0
49;Ì;139989.08
29;F;0
31;F;0
32;Ì;38498.85
61;F;152409.05
35;F;0
23;Ì;0
35;Ì;0
37;F;0
53;F;0
34;F;0
34;Ì;831929.43
34;Ì;0
44;F;160366.34
51;F;0
59;F;0
29;F;0
62;Ì;0
48;Ì;0
39;Ì;0
36;Ì;0
43;Ì;0
35;Ì;0
62;Ì;0
25;F;170000
21;F;0
33;F;116573.65
25;Ì;0
57;Ì;0
33;F;104551.93
54;F;0
38;F;0
44;F;0
51;Ì;0
58;F;0
35;F;0
63;Ì;0
52;F;123176.87
55;F;0
27;Ì;0
24;F;0
39;F;0
34;F;0
38;F;404866.84
31;F;0
24;F;0
25;F;0
19;;0
27;Ì;0
42;Ì;0
38;Ì;0
34;Ì;0
44;F;0
53;F;0
50;Ì;23210.37
40;F;229886.18
35;F;0
28;Ì;29757.32
45;F;1085139.79
42;F;0
34;F;0
26;F;49276.21
44;Ì;0
31;F;206017.8
40;;0
53;F;0
25;F;0
38;Ì;0
45;F;0
33;F;0
56;F;0
63;Ì;0
55;Ì;0
40;Ì;0
60;Ì;0
26;F;0
46;F;0
23;F;0
52;F;0
54;F;0
37;Ì;0
44;Ì;49814.18
42;F;0
17;Ì;0
56;F;94445.24
26;Ì;0
31;Ì;0
26;F;0
29;F;0
48;F;248810.09
36;F;0
28;F;0
29;F;0
57;F;0
44;F;161805.21
30;Ì;0
47;Ì;0
36;Ì;0
51;F;250267.59
22;F;0
39;F;66621.54
55;Ì;0
35;F;94645
36;F;198299.5
52;F;798000
49;F;418397.77
37;Ì;33168.81
18;Ì;0
23;F;0
48;F;0
38;Ì;585509.52
81;Ì;0
68;Ì;0
30;Ì;0
36;F;0
53;F;0
52;Ì;0
24;F;0
33;Ì;0
33;Ì;0
29;F;278160.59
59;Ì;0
31;F;0
40;Ì;17062.82
60;F;0
44;Ì;0
24;Ì;0
29;Ì;0
21;Ì;0
58;Ì;0
23;Ì;0
24;F;0
51;Ì;0
44;Ì;0
48;F;0
36;F;0
21;F;0
19;F;0
62;F;0
30;Ì;0
24;Ì;0
44;F;0
56;Ì;109130.05
32;Ì;121510.49
37;F;0
61;F;0
54;Ì;0
25;;0
48;Ì;0
62;F;0
42;F;0
32;F;0
37;F;26972.75
47;Ì;0
41;F;0
62;Ì;0
34;Ì;4928.97
57;Ì;113443.09
45;F;0
44;Ì;0
17;Ì;0
71;F;0
30;F;0
53;F;0
29;F;0
37;F;0
55;F;0
36;F;0
51;F;28429.12
20;F;0
28;F;0
45;F;0
49;F;0
35;F;51153.48
31;F;0
31;F;0
51;F;0
44;F;0
35;Ì;204035.26
55;Ì;0
42;Ì;0
49;Ì;238692.79
33;Ì;0
39;Ì;0
28;Ì;0
26;F;0
33;F;0
63;F;0
37;F;0
40;Ì;0
29;Ì;0
46;Ì;30423.43
49;Ì;0
48;Ì;0
32;F;0
55;F;241366.05
32;F;0
33;F;9818
35;Ì;88213.34
23;F;0
57;F;0
44;F;399748.91
41;F;0
63;F;0
47;;0
29;F;0
32;F;0
59;Ì;0
56;Ì;0
31;Ì;0
46;Ì;0
20;Ì;0
40;Ì;0
53;Ì;0
27;Ì;1666554.54
53;Ì;0
61;Ì;0
30;Ì;0
38;Ì;0
26;Ì;390264.14
43;Ì;197559.69
51;Ì;600000
27;Ì;929914.47
62;Ì;0
46;Ì;362351.68
64;Ì;0
45;Ì;0
28;Ì;0
21;;0
28;Ì;29962.71
24;Ì;577711.87
56;Ì;0
68;Ì;0
28;Ì;0
27;Ì;0
56;F;712377.86
30;Ì;0
46;F;136508.26
62;Ì;205909.62
58;F;0
18;Ì;0
48;Ì;100737.46
29;Ì;751461
30;F;0
37;F;274155.24
36;Ì;0
51;Ì;53042.97
52;Ì;0
50;Ì;0
29;F;0
48;F;0
54;F;0
38;Ì;0
53;F;0
30;Ì;0
29;Ì;0
39;Ì;0
30;F;0
19;;0
65;F;0
32;F;1812954.99
59;F;0
63;F;0
54;F;0
43;F;135445.08
60;F;87242.2
44;Ì;0
47;F;0
27;Ì;0
27;Ì;0
50;F;0
24;Ì;0
37;Ì;600000
53;F;214760.96
46;F;0
40;F;0
44;F;0
43;F;0
49;Ì;298781.25
52;F;0
38;;0
42;;0
26;F;0
44;F;231491.53
49;F;131500.81
54;Ì;0
17;Ì;0
21;Ì;0
37;Ì;0
67;Ì;51947.8
25;F;0
23;F;0
47;F;0
37;Ì;0
26;F;0
25;;0
49;F;0
51;F;0
25;Ì;0
57;F;777291.85
28;F;0
61;F;0
22;;0
24;F;0
44;F;0
61;F;0
42;F;488805.52
21;Ì;0
53;Ì;169940.12
35;Ì;0
20;Ì;0
26;F;0
15;F;0
24;F;0
40;Ì;0
29;F;0
27;Ì;111003.92
38;F;0
25;Ì;41144.71
33;;0
58;F;0
65;Ì;0
34;F;0
37;Ì;0
30;F;347346.42
35;F;0
34;Ì;0
57;Ì;0
34;Ì;0
48;Ì;0
34;Ì;0
47;F;0
30;Ì;0
31;F;0
35;;0
30;Ì;0
36;Ì;17993.99
44;Ì;0
30;Ì;573405.08
36;Ì;0
38;F;0
29;F;0
42;F;0
34;F;0
29;F;0
33;Ì;0
56;Ì;0
27;Ì;0
60;Ì;209331.34
54;Ì;0
38;F;0
44;Ì;18096.45
56;Ì;0
58;Ì;60212.36
24;F;110630.27
37;F;0
32;F;1041045.43
68;F;0
46;Ì;129229.96
40;Ì;0
25;Ì;0
30;Ì;0
23;;0
47;Ì;0
35;F;0
31;F;2121740.22
31;F;0
39;Ì;0
27;Ì;0
43;Ì;992735.29
50;F;0
22;Ì;0
48;Ì;0
33;F;0
26;Ì;0
31;Ì;0
56;Ì;0
45;Ì;100000
19;Ì;0
32;Ì;0
54;Ì;0
41;Ì;0
28;F;43496.68
40;Ì;0
27;Ì;567467.41
70;F;0
61;F;0
61;Ì;0
47;Ì;0
36;Ì;220048.04
42;Ì;1000000
21;F;0
56;Ì;0
58;Ì;0
39;Ì;0
36;F;121174.64
37;Ì;0
26;Ì;0
20;F;0
37;F;30982.78
26;F;0
26;F;0
59;F;0
57;F;111727.9
33;F;0
31;F;0
56;F;0
64;F;0
55;Ì;0
34;Ì;0
33;Ì;348231.47
31;Ì;0
49;Ì;0
36;F;0
29;F;0
34;Ì;0
53;Ì;1103072.77
47;F;0
31;Ì;0
45;F;0
46;F;45918.11
57;F;21374.95
36;F;0
36;F;0
42;F;0
35;F;0
37;F;209976.73
35;F;0
36;Ì;279913.76
72;Ì;0
52;Ì;667627.07
19;Ì;0
31;Ì;0
29;Ì;0
35;Ì;143308.45
41;Ì;0
29;Ì;127966.18
36;Ì;0
25;Ì;0
34;Ì;156043.42
61;Ì;0
23;Ì;0
90;Ì;0
27;Ì;0
46;Ì;0
48;Ì;0
34;Ì;0
66;Ì;0
58;Ì;0
39;Ì;0
52;Ì;0
66;Ì;0
59;F;0
36;F;0
42;F;0
33;Ì;0
46;F;0
52;Ì;0
37;F;356592.86
46;Ì;0
55;Ì;323839.37
53;F;0
56;F;1593226.38
53;Ì;1289165.01
48;Ì;478910.86
44;F;29133.35
46;Ì;0
24;;0
59;F;385684.41
36;Ì;0
35;F;0
27;F;0
52;Ì;1671806.91
49;F;3583.34
34;F;0
35;F;0
35;F;0
53;F;699695.34
38;F;0
40;F;0
54;Ì;139985.11
37;F;128825.52
38;F;1334663.47
36;Ì;0
29;Ì;0
52;Ì;0
53;F;0
31;Ì;0
27;F;0
31;Ì;0
42;F;0
30;F;0
31;F;0
38;Ì;0
29;Ì;0
79;Ì;0
62;F;20848.53
48;F;0
41;Ì;0
42;F;2848059.02
36;Ì;0
53;Ì;0
50;F;0
59;Ì;0
47;F;0
28;F;0
37;Ì;0
39;Ì;1259594.95
48;Ì;0
36;F;0
40;F;0
34;F;0
61;Ì;0
40;Ì;70964.86
49;Ì;286852.81
28;F;0
58;Ì;188076.18
31;F;0
28;F;0
36;Ì;0
40;Ì;270000
50;F;0
58;F;0
32;F;0
45;Ì;446777.62
46;F;41568.05
39;Ì;0
66;F;0
71;Ì;0
45;F;0
35;Ì;0
30;F;0
67;Ì;0
56;F;0
41;Ì;0
36;Ì;0
55;Ì;0
33;Ì;650284.98
62;Ì;0
34;;2823274.89
38;Ì;258130.97
32;F;0
25;F;575908.44
32;F;0
64;F;0
25;F;0
43;F;0
25;Ì;0
20;F;0
30;F;0
34;F;0
59;F;0
34;F;0
47;F;0
41;F;0
29;Ì;60695.24
30;Ì;0
34;Ì;0
47;Ì;398639.1
36;Ì;0
39;Ì;0
49;F;0
58;F;0
37;Ì;363627.36
31;F;0
53;F;192667.07
34;F;0
35;F;0
77;F;0
53;Ì;0
50;Ì;0
56;Ì;0
42;Ì;0
34;Ì;0
54;Ì;0
62;Ì;0
33;Ì;0
47;Ì;0
18;Ì;0
40;Ì;0
25;Ì;0
40;Ì;153561.92
36;F;145477.07
50;Ì;584120.8
41;F;0
55;F;0
16;F;0
36;F;0
64;Ì;0
45;Ì;6450.56
36;Ì;0
36;Ì;131186.97
57;Ì;0
46;Ì;0
18;Ì;0
56;;0
66;Ì;0
54;F;0
23;Ì;0
55;F;0
66;Ì;0
39;Ì;36526.08
21;Ì;0
37;F;385437.93
71;Ì;0
37;F;0
33;F;0
36;Ì;0
40;F;0
64;F;0
42;Ì;0
52;Ì;0
39;F;567586.8
28;Ì;0
46;Ì;282818.44
69;Ì;0
34;F;0
32;F;128659.54
53;Ì;0
54;F;0
43;Ì;192150.38
39;F;0
36;Ì;248999.07
51;F;0
48;Ì;890.95
64;Ì;0
42;F;0
72;F;0
33;F;0
30;Ì;0
28;F;0
44;Ì;0
54;Ì;943324.64
39;F;19964.31
66;F;0
34;Ì;703974.05
38;F;0
33;Ì;10201.07
22;Ì;0
42;F;1418721.15
47;Ì;61477.11
25;Ì;0
61;Ì;0
38;Ì;0
32;F;0
59;Ì;0
30;Ì;0
46;F;105285.52
22;Ì;0
55;Ì;0
18;Ì;0
32;Ì;0
32;Ì;217952.25
65;F;0
58;F;0
52;F;0
31;F;0
41;F;0
28;F;665510.13
32;F;0
67;Ì;0
56;F;591514.51
30;F;641861.62
27;Ì;0
39;Ì;330425.84
28;F;440013.46
27;Ì;0
30;F;0
67;F;0
41;F;0
43;Ì;0
63;F;0
49;Ì;0
49;Ì;0
61;Ì;0
69;Ì;0
47;Ì;42551.52
45;Ì;0
34;F;0
62;F;0
44;Ì;99946.24
70;Ì;0
29;F;0
35;Ì;0
56;Ì;364963.25
31;Ì;0
56;F;0
50;F;58326.88
20;Ì;0
23;Ì;0
67;F;0
24;F;0
37;F;0
34;F;0
43;F;4056.14
32;F;0
37;Ì;0
50;F;0
35;F;0
54;F;0
38;F;0
56;Ì;0
29;F;0
49;F;240269.27
32;F;646283.71
62;F;6329.7
46;F;0
33;F;41670.71
50;Ì;959206.15
41;Ì;0
30;Ì;0
33;Ì;0
40;Ì;0
22;Ì;0
30;Ì;0
37;Ì;0
62;Ì;0
26;Ì;18444.18
56;Ì;0
56;F;0
40;F;0
40;F;0
24;F;0
43;Ì;675537.58
49;F;0
44;Ì;0
27;Ì;0
24;F;0
44;Ì;0
45;F;50048.85
24;Ì;210209.41
34;F;0
30;Ì;922563.69
58;F;0
71;F;0
18;F;0
34;Ì;0
66;F;0
45;F;0
44;F;0
51;F;0
52;F;2194823.15
58;Ì;0
34;F;0
28;F;256362.75
37;F;75675.32
71;F;0
19;F;0
48;Ì;241526.44
69;Ì;0
41;Ì;106541.07
31;Ì;0
29;Ì;0
49;F;0
49;Ì;879900.77
50;F;0
47;Ì;77090.01
56;Ì;0
55;Ì;0
28;F;0
32;Ì;0
34;Ì;28796.13
70;F;0
51;Ì;0
57;Ì;681911.5
32;Ì;0
44;F;0
48;F;0
28;F;0
55;F;0
27;F;0
35;F;0
33;F;0
34;F;155064.47
36;F;183839.68
44;F;99851.89
44;Ì;0
49;Ì;0
32;Ì;11340.86
56;F;0
30;F;0
54;F;0
22;F;0
35;Ì;0
32;Ì;0
51;Ì;0
44;Ì;720.08
35;Ì;0
34;Ì;347131.21
70;Ì;0
43;Ì;0
29;F;0
36;Ì;0
29;F;0
57;F;0
41;Ì;0
46;Ì;55456
27;Ì;0
48;Ì;0
41;F;0
54;F;47827.78
32;Ì;0
27;Ì;0
30;Ì;0
47;Ì;0
50;Ì;0
36;Ì;0
37;Ì;0
47;F;0
39;F;0
50;Ì;235340.66
62;F;2233582.83
30;Ì;685965.21
30;Ì;0
42;Ì;0
37;Ì;0
55;Ì;0
30;Ì;0
53;F;0
27;Ì;0
31;Ì;0
21;Ì;0
35;F;494419.82
21;Ì;0
26;Ì;0
42;F;0
33;Ì;0
41;F;643725.24
29;F;7444.97
35;Ì;0
28;Ì;0
42;F;65279.8
43;F;0
41;Ì;0
73;F;0
38;Ì;189016.98
29;F;0
48;F;0
48;F;0
39;F;0
27;Ì;0
57;F;0
37;F;0
38;F;272575.55
24;Ì;945062.04
40;Ì;0
26;Ì;0
26;Ì;0
35;Ì;0
42;Ì;0
32;F;0
28;Ì;0
20;F;0
36;Ì;0
43;Ì;212270.55
49;F;855046.59
52;;0
26;F;0
43;F;0
55;F;0
33;F;555047.68
29;F;0
27;F;0
36;F;0
24;Ì;0
39;Ì;0
37;Ì;0
39;Ì;0
36;Ì;0
28;F;0
33;F;0
31;F;0
41;Ì;0
62;F;0
33;F;0
37;F;0
42;F;0
21;F;0
45;F;0
52;F;0
32;F;0
29;F;0
28;F;0
31;F;286040.52
39;F;244202.6
29;F;0
40;F;0
31;F;0
53;F;41635.53
47;F;581493.85
37;F;0
18;F;0
39;F;0
46;F;0
40;F;0
34;F;0
79;Ì;0
42;Ì;0
57;Ì;0
54;Ì;330036.32
49;Ì;0
28;F;0
49;F;0
35;F;0
34;F;0
42;F;1154273.85
37;F;0
65;F;12741.81
38;F;0
43;F;0
60;Ì;0
35;Ì;0
48;Ì;0
29;F;0
46;F;0
49;F;0
35;F;0
36;F;0
38;F;0
43;F;0
63;F;0
43;F;0
55;F;0
33;F;0
44;F;0
65;Ì;0
47;Ì;24000.37
66;Ì;0
43;Ì;21899.25
48;Ì;0
42;Ì;87374.92
60;Ì;300000
28;Ì;0
66;Ì;0
38;Ì;0
30;Ì;632348.54
39;Ì;0
40;Ì;676485.66
25;Ì;76201.87
29;Ì;0
37;Ì;443829.8
49;Ì;714696.13
33;Ì;0
29;Ì;0
46;Ì;475951.59
53;Ì;0
27;Ì;179846.24
24;Ì;0
34;Ì;185805.79
46;Ì;0
29;Ì;0
43;Ì;0
36;Ì;0
52;Ì;0
51;Ì;0
53;Ì;0
37;Ì;0
54;F;168655.98
30;Ì;0
55;F;833518.22
26;Ì;0
65;F;0
87;F;0
34;F;8833.56
55;F;165169.47
36;F;0
30;F;0
42;F;0
50;F;0
40;F;0
23;F;0
55;Ì;0
41;F;0
38;F;0
42;Ì;0
55;Ì;0
28;Ì;0
33;Ì;0
35;F;0
35;F;0
33;F;0
57;F;0
57;F;0
45;F;284194.04
48;F;78854.77
51;F;39690.75
56;Ì;73762.5
74;Ì;0
29;Ì;81498.72
34;Ì;0
26;Ì;0
30;Ì;0
37;Ì;0
61;Ì;0
52;Ì;0
34;Ì;0
21;Ì;0
25;Ì;41786.9
54;Ì;186218.05
18;Ì;0
32;Ì;0
48;Ì;251717.06
61;Ì;0
52;Ì;0
62;Ì;1369024.9
32;Ì;1776.73
21;F;0
30;F;0
52;F;259988.25
36;F;0
44;F;0
36;F;0
21;F;0
85;F;0
34;Ì;0
47;Ì;0
28;Ì;0
55;Ì;0
28;Ì;0
35;Ì;76741.34
26;F;0
23;Ì;0
33;Ì;43223.47
52;Ì;0
43;F;0
31;F;0
33;F;0
31;F;0
36;F;0
70;F;0
41;F;39050.7
51;F;0
28;F;0
41;F;0
42;F;0
50;F;0
54;F;32000
53;F;0
40;F;61703.11
58;F;0
42;F;10349.86
31;F;124035.53
47;F;0
58;F;599698.79
18;F;0
56;F;0
36;F;0
23;F;0
51;F;0
28;Ì;465885.31
76;Ì;0
49;Ì;0
48;Ì;0
40;Ì;0
57;F;0
25;F;0
52;F;981212.09
56;F;0
39;F;944605.87
25;F;0
28;F;0
44;F;0
44;F;0
55;F;0
39;F;0
48;F;266120.84
39;F;275083.08
70;F;0
38;F;1050000
47;Ì;461295.49
30;Ì;0
34;Ì;0
32;Ì;0
32;Ì;0
35;Ì;266692.01
42;F;0
44;F;0
47;F;0
37;F;0
47;F;696364.94
35;F;0
33;F;0
46;F;451759.03
70;F;0
45;F;0
43;F;0
30;F;0
50;F;79713.11
39;Ì;0
50;Ì;12889.34
26;Ì;0
61;Ì;0
36;Ì;0
37;Ì;0
48;Ì;0
38;Ì;0
31;Ì;0
28;Ì;98000.5
47;F;0
44;Ì;0
41;Ì;0
35;Ì;0
26;Ì;0
44;Ì;118208.85
32;Ì;0
41;Ì;0
43;Ì;256435.31
40;Ì;299180.89
45;Ì;0
24;Ì;0
58;Ì;0
48;Ì;0
35;Ì;0
42;Ì;0
39;F;0
44;Ì;337503.35
31;F;424494.66
28;F;0
43;Ì;0
33;Ì;0
24;Ì;0
36;F;0
28;F;47713.24
58;Ì;0
38;F;0
58;F;0
57;Ì;0
45;Ì;21279.96
20;Ì;0
38;F;0
45;F;0
36;Ì;0
64;Ì;344833.99
56;F;0
28;Ì;0
59;Ì;0
59;Ì;0
39;F;1121546.59
60;F;0
50;F;0
45;Ì;0
34;F;0
33;F;420819.55
42;F;311623.76
20;F;0
46;Ì;0
48;Ì;0
16;Ì;0
27;Ì;1926.35
65;Ì;106753.08
31;Ì;0
39;Ì;0
36;Ì;0
33;Ì;0
26;Ì;0
43;Ì;239011.99
40;F;0
49;F;0
52;F;106549.33
42;Ì;0
55;Ì;0
28;Ì;523043.86
56;Ì;0
29;Ì;0
23;Ì;118639.43
59;F;22524.79
38;F;0
20;F;0
51;F;0
47;F;0
25;F;0
19;F;0
28;F;0
31;F;0
39;F;157344.9
28;Ì;43513.53
29;F;0
37;F;0
35;Ì;0
31;Ì;0
28;Ì;0
57;Ì;0
47;Ì;0
55;Ì;0
36;Ì;0
39;Ì;130774.64
55;Ì;0
57;F;0
60;Ì;0
29;F;0
27;Ì;0
23;F;0
52;F;0
32;;0
26;Ì;0
62;F;0
27;Ì;0
56;Ì;0
50;F;0
27;F;0
71;Ì;0
53;Ì;29626.24
61;F;121182.16
47;F;65618.16
37;F;0
61;;0
31;Ì;43394.54
32;F;0
26;Ì;0
43;Ì;0
45;Ì;233288.61
42;F;0
54;F;0
37;Ì;0
51;Ì;0
43;F;0
38;Ì;0
39;Ì;0
57;Ì;0
27;Ì;0
27;Ì;0
47;F;0
24;Ì;0
37;Ì;505158.99
43;F;323425.41
28;F;0
49;Ì;0
42;Ì;0
45;F;0
55;F;0
28;Ì;175247.15
40;Ì;0
53;Ì;325615.06
29;Ì;0
59;Ì;0
42;F;0
19;F;0
36;F;0
20;F;0
29;F;0
29;F;0
49;F;107941.88
21;F;0
61;F;0
35;F;0
51;F;0
19;F;0
33;F;0
20;F;0
32;F;0
30;F;586906.13
28;F;562822.87
49;F;0
36;F;24852.7
45;F;0
63;F;0
57;F;0
43;F;0
54;F;257529.27
52;F;0
33;F;52098.54
47;F;0
57;F;0
30;F;0
16;F;0
23;F;0
44;Ì;0
44;Ì;0
44;Ì;0
57;Ì;0
45;Ì;0
53;Ì;0
46;Ì;0
39;Ì;0
38;Ì;0
34;Ì;0
57;F;845804.19
43;F;0
40;F;0
22;F;0
24;F;0
28;F;0
20;F;0
62;F;140899.1
21;F;0
43;F;0
44;F;0
56;F;0
43;F;64313.73
43;F;25392.49
42;Ì;88194.38
27;Ì;260937.57
43;Ì;234782.96
35;Ì;0
43;F;92015.86
33;F;0
44;F;451412.16
52;F;0
42;F;0
43;F;0
24;F;0
52;F;355747.54
45;F;0
49;F;0
51;F;0
62;F;0
64;F;0
45;F;0
61;F;0
34;F;0
32;Ì;0
59;Ì;0
